"appid","pid","product_code","product_name_ro","pid_category","size_length","size_width","size_thickness","size_diameter","size_height","size_alloy","size_type","um1","um2","um1_to_um2","product_name_en","um_base","is_active","additional_info","cu_debitare","aliaj","densitate","size_roll_weight"
"21747","7975","48000600000003002142","BARA BRONZ D61X3000 MM CUSN10PB10-C","{0}",,,,,,,,"KG","ML","25.704700","BRONZE BARS D 60 X3000 MM CUSN10PB10-C","KG","n","BARA BRONZ D61X3000 MM CUSN10PB10-C","y","",,
"21748","7976","48000700000003002142","BARA BRONZ D71X3000 MM CUSN10PB10-C","{0}",,,,,,,,"KG","ML","34.823200","BRONZE BARS D71X3000 MM CUSN10PB10-C","KG","n","BARA BRONZ D71X3000 MM CUSN10PB10-C","y","",,
"21749","7977","48000820000003002142","BARA BRONZ D82X3000 MM CUSN10PB10-C","{0}",,,,,,,,"KG","ML","46.449400","BRONZE BARS D 80X3000 MM CUSN10PB10-C","KG","n","BARA BRONZ D82X3000 MM CUSN10PB10-C","y","",,
"21750","7978","48001000000003002142","BARA BRONZ D102X3000 MM CUSN10PB10-C","{0}",,,,,,,,"KG","ML","71.870800","BRONZE BARS D100 X3000 MM CUSN10PB10-C","KG","n","BARA BRONZ D102X3000 MM CUSN10PB10-C","y","",,
"21751","7979","48001200000003002142","BARA BRONZ D122X3000 MM CUSN10PB10-C","{0}",,,,,,,,"KG","","0.000000","BRONZE BARS D120X3000 MM CUSN10PB10-C","KG","n","BARA BRONZ D122X3000 MM CUSN10PB10-C","y","",,
"21752","7980","47002000100040001540","BARA LATA CUPRU CU-ETP R250200X10X4000 MM","{0}",,,,,,,,"KG","ML","17.880000","COPPER FLAT BARS 200X10X4000 MM CU-ETP R250","KG","n","BARA LATA CUPRU CU-ETP R250200X10X4000 MM","n","",,
"21753","7981","4600200000003000440","BARA CUPRU D200 MM CU-ETP M","{0}",,,,,,,,"KG","","0.000000","COPPER ROUND BARS D200 MM CU-ETP EXTRUDED","KG","n","BARA CUPRU D200 MM CU-ETP M","y","",,
"21754","7982","11110601000500110540","BANDA AL STUCCO 1050 H24 0.6x1000 MM","{0}",,,,,,,,"KG","M2","1.630000","AL.STUCCO COILS 1050 H24 0,6X1000 MM","KG","n","BANDA AL STUCCO 1050 H24 0.6x1000 MM","n","",,
"21755","7983","39062106000102000000","TABLA POLICARBONAT 6X2100X6000 MM OPAL","{0}",,,,,,,,"M2","","0.000000","","M2","n","TABLA POLICARBONAT 6X2100X6000 MM OPAL","n","",,
"21756","7984","48000400040003002240","BARA PATRATA ALU-BRONZ 40X40X3000 MM CUAL10NI5FE4 ","{0}",,,,,,,,"KG","","0.000000","ALU-BRONZE SQUARE BARS 40X40X3000 MM CUAL10NI5FE4 R740","KG","n","BARA PATRATA ALU-BRONZ 40X40X3000 MM CUAL10NI5FE4 ","n","",,
"21757","7985","27025020030000023500","BARA LATA ALU   25X20X3000 MM 2007 T4","{0}",,,,,,,,"KG","ML","1.425000","ALU FLAT BARS 25X20X3000 MM 2007 T4","KG","n","BARA LATA ALU   25X20X3000 MM 2007 T4","n","",,
"21758","7986","27060015030000023500","BARA LATA ALU   60X15X3000 MM  2007 T4","{0}",,,,,,,,"KG","","0.000000","ALU FLAT BARS 60X15X3000 MM 2007 T4","KG","n","BARA LATA ALU   60X15X3000 MM  2007 T4","n","",,
"21759","7987","2704000504000001501","BARA LATA ALU  40X5X4000 MM 1050 H111","{0}",,,,,,,,"KG","ML","0.540000","ALU FLAT BARS 40X5X4000 MM 1050 F","KG","n","BARA LATA ALU  40X5X4000 MM 1050 H111","n","",,
"21760","7988","2703000504000001501","BARA LATA ALU  30X5X4000 MM 1050 H111","{0}",,,,,,,,"KG","ML","0.405000","ALU FLAT BARS 30X5X4000 MM 1050 F","KG","n","BARA LATA ALU  30X5X4000 MM 1050 H111","n","",,
"21761","7989","32200500560200000143","TABLA ALAMA CUZN37 R480 0.5X560X2000 MM","{0}",,,,,,,,"KG","","0.000000","BRASS SHEETS CUZN37 R480 0.5X560X2000 MM","KG","n","TABLA ALAMA CUZN37 R480 0.5X560X2000 MM","n","",,
"21762","7990","26050000603000061500","BARA HEXAG. ALU  6L 50X3000 MM 6060 T6","{0}",,,,,,,,"KG","","0.000000","ALU HEXAG. BARS 6L 50X3000 MM 6060 T6 ","KG","n","BARA HEXAG. ALU  6L 50X3000 MM 6060 T6","n","",,
"21763","7991","26065000603000061500","BARA HEXAG. ALU  6L65X3000 MM 6060 T6","{0}",,,,,,,,"KG","","0.000000","ALU HEXAG. BARS 6L65X3000 MM 6060 T6","KG","n","BARA HEXAG. ALU  6L65X3000 MM 6060 T6","n","",,
"21764","7992","26025000003000023501","BARA ALU D 25X3000 MM 2007 T3","{0}",,,,,,,,"KG","","0.000000","ALU ROUND BARS 25X3000 MM 2007 T3","KG","n","BARA ALU D 25X3000 MM 2007 T3","y","",,
"21765","7993","36000340006003000240","BARA HEXAG ALAMA 34X3000 MM CUZN39PB3 M","{0}",,,,,,,,"KG","","0.000000","BRASS HEXAG. BARS 34X3000 MM CUZN39PB3 M","KG","n","BARA HEXAG ALAMA 34X3000 MM CUZN39PB3 M","n","",,
"21766","7994","39062106000101000000","TABLA POLICARBONAT 6X2100X6000 MM TRANSPARENT","{0}",,,,,,,,"M2","","0.000000","","M2","n","TABLA POLICARBONAT 6X2100X6000 MM TRANSPARENT","n","",,
"21767","7995","25055002506000061500","TEAVA ALU D 55X2.5X6000 MM 6060 T6","{0}",,,,,,,,"KG","","0.000000","ALU ROUND TUBES 55X2.5X6000 MM 6060 T6","KG","n","TEAVA ALU D 55X2.5X6000 MM 6060 T6","n","",,
"21768","7996","3603301710DRAWIELAND","BRASS DRAW PROFILE 33X17X10X3000 MM CUZN39PB3 M NO.83129","{0}",,,,,,,,"KG","","0.000000","BRASS DRAW. PROF NO.83129 33X17X10X3000 MM M","KG","n","BRASS DRAW PROFILE 33X17X10X3000 MM CUZN39PB3 M NO.83129","n","",,
"21769","7997","31100700600000005140","BANDA ALAMA CUZN36 SOFT 0.7X60 MM","{0}",,,,,,,,"KG","","0.000000","BRASS STRIPS CUZN36 SOFT 0.7X60 MM","KG","n","BANDA ALAMA CUZN36 SOFT 0.7X60 MM","n","",,
"21770","7998","3700080100300WIELAND","BARA LATA ALAMA 80X10X3000 MM CUZN39PB3 M WIELAND ","{0}",,,,,,,,"KG","ML","6.768000","BRASS FLAT BARS 80X10X3000 MM CUZN39PB3 M","KG","n","BARA LATA ALAMA 80X10X3000 MM CUZN39PB3 M WIELAND ","n","",,
"21771","7999","41106012503000201240","BANDA CUPRU CU-DHP R240 1/2 T 0.6X1250 MM","{0}",,,,,,,,"KG","M2","5.364000","COPPER STRIPS CUDHP 1/2 HARD 0.6X1250 MM","KG","n","BANDA CUPRU CU-DHP R240 1/2 T 0.6X1250 MM","n","",,
"21772","8000","12010300100025001540","TABLA ALUMINIU 1050 H24 3.0X1000X2500 MM","{0}",,,,,,,,"KG","BUC","20.250000","AL. SHEETS 1050 H24 3,0X1000X2500 MM","KG","n","TABLA ALUMINIU 1050 H24 3.0X1000X2500 MM","n","",,
"21773","8001","2706000604000001501","BARA LATA ALU  60X6X4000 MM 1050 H24","{0}",,,,,,,,"KG","ML","0.972000","ALU FLAT BARS 60X6X4000 MM 1050 F","KG","n","BARA LATA ALU  60X6X4000 MM 1050 H24","n","",,
"21775","8003","37001000803003000240","BARA LATA ALAMA 100X8X3000 MM CUZN39PB3 M","{0}",,,,,,,,"KG","ML","6.768000","BRASS FLAT BARS 100X8X3000 MM CUZN39PB3 M ","KG","n","BARA LATA ALAMA 100X8X3000 MM CUZN39PB3 M","n","",,
"21776","8004","39102107000103000000","TABLA POLICARBONAT 10X2100X7000 MM BRONZ","{0}",,,,,,,,"M2","","0.000000","","M2","n","TABLA POLICARBONAT 10X2100X7000 MM BRONZ","n","",,
"21777","8005","31100150300000005140","BANDA ALAMA CUZN37 R300  0.15X300 MM","{0}",,,,,,,,"KG","","0.000000","BRASS STRIPS CUZN37 R300 0.15X300 MM","KG","n","BANDA ALAMA CUZN37 R300  0.15X300 MM","n","",,
"21778","8006","43000460024003002140","TEAVA BRONZ D46X24X3000 MMCUSN12","{0}",,,,,,,,"KG","","0.000000","BRONZE ROUND TUBES D46X24X3000 MM CUSN12","KG","n","TEAVA BRONZ D46X24X3000 MMCUSN12","n","",,
"21779","8007","43000510029003002140","TEAVA BRONZ D51X29X3000 MMCUSN12","{0}",,,,,,,,"KG","","0.000000","BRONZE ROUND TUBES D51X29X3000 MM CUSN7","KG","n","TEAVA BRONZ D51X29X3000 MMCUSN12","n","",,
"21780","8008","43000910039003002140","TEAVA BRONZ D91X39X3000 MM CUSN12","{0}",,,,,,,,"KG","","0.000000","BRONZE ROUND TUBES D91X39X3000 MM CUSN12","KG","n","TEAVA BRONZ D91X39X3000 MM CUSN12","n","",,
"21781","8009","43001120078003002140","TEAVA BRONZ D112X78X3000 MMCUSN12","{0}",,,,,,,,"KG","ML","45.132800","BRONZE ROUND TUBES D112X78X3000 MM CUSN12","KG","n","TEAVA BRONZ D112X78X3000 MMCUSN12","n","",,
"21782","8010","43000820038003002040","TEAVA BRONZ D82X38X3000 MM CUSN7ZN4PB7-C-GC","{0}",,,,,,,,"KG","","0.000000","BRONZE ROUND TUBES D82X38X3000 MM CUSN7ZN4PB7","KG","n","TEAVA BRONZ D82X38X3000 MM CUSN7ZN4PB7-C-GC","n","",,
"21783","8011","48001220000003002240","BARA ALU-BRONZ D122X3000 MM CUAL10NI5FE4","{0}",,,,,,,,"KG","BUC","92.400000","ALU-BRONZE ROUND BARS D122X3000 MM CUAL10NI5FE4","KG","n","BARA ALU-BRONZ D122X3000 MM CUAL10NI5FE4","y","",,
"21784","8012","35000160015030000140","TEAVA ALAMA CUZN37 R370   D16X1.5X3000 MM","{0}",,,,,,,,"KG","","0.000000","BRASS ROUND TUBES D16X1.5X3000 MM CUZN37 R370","KG","n","TEAVA ALAMA CUZN37 R370   D16X1.5X3000 MM","n","",,
"21785","8013","31102000200000005240","BANDA ALAMA CUZN37 R350 2x20 MM","{0}",,,,,,,,"KG","","0.000000","BRASS STRIPS CUZN37 R350 2X20 MM","KG","n","BANDA ALAMA CUZN37 R350 2x20 MM","n","",,
"21786","8014","31100602500000005140","BANDA ALAMA CUZN37 R350 0.6x25 MM","{0}",,,,,,,,"KG","","0.000000","BRASS STRIPS CUZN37 R350 0.6X25 MM","KG","n","BANDA ALAMA CUZN37 R350 0.6x25 MM","n","",,
"21787","8015","39162106000202000000","TABLA POLICARBONAT 16X2100X6000 MM OPAL","{0}",,,,,,,,"M2","","0.000000","","M2","n","TABLA POLICARBONAT 16X2100X6000 MM OPAL","n","",,
"21788","8016","31100603600000005140","BANDA ALAMA CUZN37 R350 0.6x36 MM","{0}",,,,,,,,"KG","","0.000000","BRASS STRIPS CUZN37 R350 0.6X36 MM","KG","n","BANDA ALAMA CUZN37 R350 0.6x36 MM","n","",,
"21789","8017","43001220098003002140","TEAVA BRONZ D122X98X3000 MM CUSN12","{0}",,,,,,,,"KG","","0.000000","BRONZE ROUND TUBES D122X98X3000 MM CUSN12","KG","n","TEAVA BRONZ D122X98X3000 MM CUSN12","n","",,
"21790","8018","43002020168003002140","TEAVA BRONZ D202X168X3000 MM CUSN12","{0}",,,,,,,,"KG","ML","87.890200","BRONZE ROUND TUBES D202X168X3000 MM CUSN12","KG","n","TEAVA BRONZ D202X168X3000 MM CUSN12","n","",,
"21791","8019","41104000200000201240","BANDA CUPRU CU-ETP MOALE 0.4X20 MM","{0}",,,,,,,,"KG","","0.000000","COPPER STRIPS CU-ETP SOFT TEMPER 0.4X20 MM","KG","n","BANDA CUPRU CU-ETP MOALE 0.4X20 MM","n","",,
"21792","8020","42100601000200000241","TABLA CUPRU CU-DHP R240 1/2 T0.6X1000X2000 MM FOLIAT 2P","{0}",,,,,,,,"KG","BUC","10.728000","COPPER SHEETS CU-DHP R240 0.6X1000X2000 MM WITH PROTECTION FOIL 2 SIDES ","KG","n","TABLA CUPRU CU-DHP R240 1/2 T0.6X1000X2000 MM FOLIAT 2P","n","",,
"21793","8021","24150050306000061500","TEAVA RECTANG. ALU 150X50X3X6000 MM 6060  T6","{0}",,,,,,,,"KG","ML","3.142800","ALU RECT. TUBES 150X50X3X6000 MM 6060 T6","KG","n","TEAVA RECTANG. ALU 150X50X3X6000 MM 6060  T6","n","",,
"21794","8022","11010601000250105540","BANDA AL 1050 H24 0.6X1000 MM -350 KG","{0}",,,,,,,,"KG","","0.000000","AL. COILS 1050 H24 0,6X1000 MM  350 KG","KG","n","BANDA AL 1050 H24 0.6X1000 MM -350 KG","n","",,
"21795","8023","11010801000250105540","BANDA  AL 1050 H24 0.8X1000 MM 200 KG ISORULO","{0}",,,,,,,,"KG","M2","2.170000","AL. COILS 1050 H24 0,8X1000 MM 200 KG","KG","n","BANDA  AL 1050 H24 0.8X1000 MM 200 KG ISORULO","n","",,
"21796","8024","11011001000250105540","BANDA AL 1050 H24 1.0X1000 MM -350 KG ISORULO","{0}",,,,,,,,"KG","","0.000000","AL. COILS 1050 H24 1,0X1000 MM 350KG","KG","n","BANDA AL 1050 H24 1.0X1000 MM -350 KG ISORULO","n","",,
"21797","8025","39162106000201000000","TABLA POLICARBONAT 16X2100X6000 MM TRANSPARENT","{0}",,,,,,,,"M2","","0.000000","","M2","n","TABLA POLICARBONAT 16X2100X6000 MM TRANSPARENT","n","",,
"21798","8026","12050100125025001321","TABLA ALUMINIU 5754 H22 1.0X1250X2500 MM FOL 1 PARTE","{0}",,,,,,,,"KG","BUC","8.312500","AL. SHEETS 5754 H22 1,0X1250X2500 MM + 1 SIDE PVC","KG","n","TABLA ALUMINIU 5754 H22 1.0X1250X2500 MM FOL 1 PARTE","n","",,
"21799","8027","12050150125025001301","TABLA ALUMINIU 5754 H111 1.5X1250X2500 MM FOL 1 PARTE","{0}",,,,,,,,"KG","BUC","12.468800","AL SHEETS 5754 H111 1.5X1250X2500 MM +1 SIDE PVC","KG","n","TABLA ALUMINIU 5754 H111 1.5X1250X2500 MM FOL 1 PARTE","n","",,
"21800","8028","25156003006000063500","TEAVA ALU D 156X3X6000 MM 6060 T6","{0}",,,,,,,,"KG","ML","3.891400","ALU ROUND TUBES 156X3X6000 MM 6060 T6","KG","n","TEAVA ALU D 156X3X6000 MM 6060 T6","n","",,
"21801","8029","25240010004000063600","TEAVA ALU D 240X10X6000 MM 6082 T6","{0}",,,,,,,,"KG","","0.000000","ALU ROUND TUBES 240X10X4000 MM 6082 T6","KG","n","TEAVA ALU D 240X10X6000 MM 6082 T6","n","",,
"21802","8030","31100904300000005140","BANDA ALAMA CUZN37 R350 0.9X43 MM","{0}",,,,,,,,"KG","","0.000000","BRASS STRIPS CUZN37 R350 0.9X43 MM","KG","n","BANDA ALAMA CUZN37 R350 0.9X43 MM","n","",,
"21803","8031","64026040030001304000","BARA INOX D40 304 H9 H9","{0}",,,,,,,,"KG","","0.000000","","KG","n","BARA INOX D40 304 H9 H9","n","",,
"21804","8032","64026050030001304000","BARA INOX D50 MM 304 H9 H9","{0}",,,,,,,,"KG","","0.000000","","KG","n","BARA INOX D50 MM 304 H9 H9","n","",,
"21805","8033","48000220060003002040","BARA BRONZ HEXAG 22X3000 MM CUSN7ZN4PB7-C-GC","{0}",,,,,,,,"KG","ML","3.833300","BRONZE HEXAG. BARS 22X3000 MM CUSN7ZN4PB7-C","KG","n","BARA BRONZ HEXAG 22X3000 MM CUSN7ZN4PB7-C-GC","n","",,
"21806","8034","39162107000203000000","TABLA POLICARBONAT 16X2100X7000 MM BRONZ","{0}",,,,,,,,"M2","","0.000000","","M2","n","TABLA POLICARBONAT 16X2100X7000 MM BRONZ","n","",,
"21807","8035","48000320060003002040","BARA BRONZ HEXAG 32X3000 MM CUSN7ZN4PB7-C-GC","{0}",,,,,,,,"KG","ML","8.100000","BRONZE HEXAGONAL BARS 32X3000 MM CUSN7ZN4PB7-C","KG","n","BARA BRONZ HEXAG 32X3000 MM CUSN7ZN4PB7-C-GC","y","",,
"21808","8036","48000360060003002040","BARA BRONZ HEXAG 36X3000 MM CUSN7ZN4PB7-C-GC","{0}",,,,,,,,"KG","ML","9.800000","BRONZE HEXAG. BARS 36X3000 MM CUSN7ZN4PB7-C","KG","n","BARA BRONZ HEXAG 36X3000 MM CUSN7ZN4PB7-C-GC","y","",,
"21809","8037","46CUCRZR460300003000","BARA D30X3000 MM CUCR1ZR","{0}",,,,,,,,"KG","","0.000000","ROUND BARS CUCR1ZR D30X3000 MM h11","KG","n","BARA D30X3000 MM CUCR1ZR","y","",,
"21810","8038","46CUCRZR460350003000","BARA D35X3000 MMCUCR1ZR ","{0}",,,,,,,,"KG","ML","8.400000","ROUND BARS CUCR1ZR D35X3000 MM h11","KG","n","BARA D35X3000 MMCUCR1ZR ","y","",,
"21811","8039","31102500355000005140","BANDA ALAMA CUZN37 R300  2.5X355 MM","{0}",,,,,,,,"KG","","0.000000","BRASS STRIPS CUZN37 R300 2.5X355 MM","KG","n","BANDA ALAMA CUZN37 R300  2.5X355 MM","n","",,
"21812","8040","42100501000200000242","TABLA CUPRU CU-DHP R240 1/2 T 0.5X1000X2000 MM FOLIAT 1P","{0}",,,,,,,,"KG","BUC","8.940000","COPPER SHEETS CU-DHP R240 0.5X1000X2000 MM WITH PROTECTION FOIL 1 SIDE ","KG","n","TABLA CUPRU CU-DHP R240 1/2 T 0.5X1000X2000 MM FOLIAT 1P","n","",,
"21813","8041","4210060100020000242","TABLA CUPRU CU-DHP R240 1/2 T 0.6X1000X2000 MM FOLIAT 1P","{0}",,,,,,,,"KG","","0.000000","COPPER SHEETS CU-DHP R240 0.6X1000X2000 MM WITH PROTECTION FOIL 1 SIDE ","KG","n","TABLA CUPRU CU-DHP R240 1/2 T 0.6X1000X2000 MM FOLIAT 1P","n","",,
"21814","8042","42101201000200000240","TABLA CUPRU CU-DHP R240 1/2 T 1.2X1000X2000 MM","{0}",,,,,,,,"KG","BUC","21.456000","COPPER SHEETS CU-DHP R240 1.2X1000X2000 MM","KG","n","TABLA CUPRU CU-DHP R240 1/2 T 1.2X1000X2000 MM","n","",,
"21815","8043","39460FEKTETÖ00000000","GARNITURA DE CAUCIUC 60 MM INFERIOARA","{0}",,,,,,,,"KG","ML","0.136400","","KG","n","GARNITURA DE CAUCIUC 60 MM INFERIOARA","n","",,
"21816","8044","24180040040600061500","TEAVA RECTANG. ALU 180X40X4X6000 MM 6060  T6","{0}",,,,,,,,"KG","ML","4.579200","ALU RECT. TUBES 180X40X4X6000 MM 6060 T6","KG","n","TEAVA RECTANG. ALU 180X40X4X6000 MM 6060  T6","n","",,
"21817","8045","12050600150030001301","TABLA ALUMINIU 5754 H111 6X1500X3000 MM FOL 1 PARTE","{0}",,,,,,,,"KG","BUC","71.820000","AL.SHEETS 5754 H111 6X1500X3000 MM + 1 SIDE PVC","KG","n","TABLA ALUMINIU 5754 H111 6X1500X3000 MM FOL 1 PARTE","n","",,
"21818","8046","25140030005000061500","TEAVA ALU D 140X30X5000 MM 6082 T6","{0}",,,,,,,,"KG","ML","27.977400","ALU ROUND TUBES 140X30X5000MM 6082 T6","KG","n","TEAVA ALU D 140X30X5000 MM 6082 T6","n","",,
"21819","8047","24070050040600061500","TEAVA RECTANG. ALU 70X50X4X6000 MM 6060  T6","{0}",,,,,,,,"KG","ML","2.419200","ALU RECT. TUBES 70X50X4X6000 MM 6060 T6","KG","n","TEAVA RECTANG. ALU 70X50X4X6000 MM 6060  T6","n","",,
"21820","8048","12050600200040001402","TABLA  ALUMINIU 5083 H111 6X2000X4010 MM  FOL 2 PARTI","{0}",,,,,,,,"KG","","0.000000","AL. SHEETS 5083 H111 6X2000X4000 MM + 2 SIDE PVC","KG","n","TABLA  ALUMINIU 5083 H111 6X2000X4010 MM  FOL 2 PARTI","n","",,
"21821","8049","25013001506000061500","TEAVA ALU D 13X1.5X6000 MM 6060 T6","{0}",,,,,,,,"BUC","","0.000000","ALU ROUND TUBES 13X1.5X6000 MM 6060 T6","BUC","n","TEAVA ALU D 13X1.5X6000 MM 6060 T6","n","",,
"21822","8050","45000825012530000240","TEAVA CUPRU D82.5X12.5X4000 MM CU-DHP M EN12449 EXTRUDAT","{0}",,,,,,,,"KG","ML","24.562700","COPPER TUBES 82.5X12.5X4000 MM CU DHP M EXTRUDEDMM EN12449 EXTRUDED","KG","n","TEAVA CUPRU D82.5X12.5X4000 MM CU-DHP M EN12449 EXTRUDAT","n","",,
"21823","8051","24235020020600061500","TEAVA RECTANG. ALU 29861, 235X20X2.2X4850 MM 6060  T6","{0}",,,,,,,,"KG","ML","2.977100","ALU RECT. TUBES 235X20X2X6000 MM 6060 T6","KG","n","TEAVA RECTANG. ALU 29861, 235X20X2.2X4850 MM 6060  T6","n","",,
"21824","8052","24235020020510061500","TEAVA RECTANG. ALU 29861, 235X20X2.2X5100 MM 6060  T6","{0}",,,,,,,,"KG","ML","2.977100","ALU RECT. TUBES 235X20X2X5100 MM 6060 T6","KG","n","TEAVA RECTANG. ALU 29861, 235X20X2.2X5100 MM 6060  T6","n","",,
"21825","8053","12050600150030001302","TABLA ALUMINIU 5754 H111 6X1500X3000 MM FOL 2 PARTI","{0}",,,,,,,,"KG","BUC","71.820000","AL.SHEETS 5754 H111 6X1500X3000 MM + 2 SIDE PVC","KG","n","TABLA ALUMINIU 5754 H111 6X1500X3000 MM FOL 2 PARTI","n","",,
"21826","8054","39465BEFÜZÖ000000000","GARNITURA DE CAUCIUC 60 MM SUPERIOARA","{0}",,,,,,,,"KG","ML","0.120000","","KG","n","GARNITURA DE CAUCIUC 60 MM SUPERIOARA","n","",,
"21827","8055","3700040080300WIELAND","BARA LATA ALAMA 40X8X3000 MM CUZN39PB3 M WIELAND ","{0}",,,,,,,,"KG","ML","2.707200","BRASS FLAT BARS 40X8X3000 MM CUZN39PB3 M","KG","n","BARA LATA ALAMA 40X8X3000 MM CUZN39PB3 M WIELAND ","n","",,
"21828","8056","48212000300200002340","TABLA BRONZ 12X300X2000 MM CUSN6","{0}",,,,,,,,"KG","","0.000000","BRONZE PLATE 12X300X2000 MM CUSN6","KG","n","TABLA BRONZ 12X300X2000 MM CUSN6","n","",,
"21829","8057","27080030030000063500","BARA LATA ALU  80X30X3000 MM 6082 T6","{0}",,,,,,,,"KG","ML","6.480000","ALU FLAT BARS 80X30X3000 MM 6082 T6","KG","n","BARA LATA ALU  80X30X3000 MM 6082 T6","n","",,
"21830","8058","12010150100020001542","TABLA ALUMINIU 1050 H24 1.5X1000X2000 MM FOL 2 PARTI","{0}",,,,,,,,"KG","BUC","8.100000","AL. SHEETS 1050 H24 1.5X1000X2000 MM + 2 SIDE PVC","KG","n","TABLA ALUMINIU 1050 H24 1.5X1000X2000 MM FOL 2 PARTI","n","",,
"21831","8059","12060600100020006362","TABLA ALUMINIU 6082 6X1000X2000 MM FOL  2 PARTI","{0}",,,,,,,,"KG","","0.000000","AL SHEETS 6082  6X1000X2000 + 2 SIDE PVC","KG","n","TABLA ALUMINIU 6082 6X1000X2000 MM FOL  2 PARTI","n","",,
"21832","8060","48700320400004002241","PLACA ALU-BRONZ 32X400X400   MM CUAL10NI5FE4 ","{0}",,,,,,,,"KG","","0.000000","BRONZE CUT PLATE CUAL10NI5FE4 32X400X400 MM","KG","n","PLACA ALU-BRONZ 32X400X400   MM CUAL10NI5FE4 ","n","",,
"21833","8061","48700850042004102241","BARA LATA ALU-BRONZ 85X42X410 MM CUAL10NI","{0}",,,,,,,,"KG","BUC","11.600000","BRONZE FLAT BARS CUAL10NI5 85X42X410 MM","KG","n","BARA LATA ALU-BRONZ 85X42X410 MM CUAL10NI","n","",,
"21834","8062","48700850062004102241","BARA LATA ALU-BRONZ 85X62X410 MM CUAL10NI","{0}",,,,,,,,"KG","BUC","17.400000","BRONZE FLAT BARS CUAL10NI5 85X62X410 MM","KG","n","BARA LATA ALU-BRONZ 85X62X410 MM CUAL10NI","n","",,
"21835","8063","35004450650030000141","TEAVA ALAMA CUZN39PB1-CC754S OD445/ID380 MM ","{0}",,,,,,,,"KG","","0.000000","BRASS ROUND TUBES OD445/ID380 MM CUZN39PB1 -CC754S","KG","n","TEAVA ALAMA CUZN39PB1-CC754S OD445/ID380 MM ","n","",,
"21836","8064","72SAIBA125A261000000","SAIBA INOX 125/A2 6/1000 A2 6/1000","{0}",,,,,,,,"BUC","","0.000000","","BUC","n","SAIBA INOX 125/A2 6/1000 A2 6/1000","n","",,
"21837","8065","39022053050401UV2000","TABLA PLEXIGALS TRANSP. 2x2050x3050 MM","{0}",,,,,,,,"M2","","0.000000","FIBERGLASS PALGLAS CLEAR SHEETS (PMMA) 2.0X2050X3050 MM","M2","n","TABLA PLEXIGALS TRANSP. 2x2050x3050 MM","n","",,
"21838","8066","72SAIBA125A281000000","SAIBA INOX 125/A2 8/1000 A2 8/1000","{0}",,,,,,,,"BUC","","0.000000","","BUC","n","SAIBA INOX 125/A2 8/1000 A2 8/1000","n","",,
"21839","8067","72SAIBA125A210500000","SAIBA INOX 125/A2 10/500 A2 10/500","{0}",,,,,,,,"BUC","","0.000000","","BUC","n","SAIBA INOX 125/A2 10/500 A2 10/500","n","",,
"21840","8068","72SAIBA125A214200000","SAIBA INOX 125/A2 14/200 A2 14/200","{0}",,,,,,,,"BUC","","0.000000","","BUC","n","SAIBA INOX 125/A2 14/200 A2 14/200","n","",,
"21841","8069","80127XXX","PLACI DEBITATE ALIAJ 7075 ALIAJ 7075","{0}",,,,,,,,"KG","","0.000000","","KG","n","PLACI DEBITATE ALIAJ 7075 ALIAJ 7075","n","",,
"21842","8070","80122XXX","PLACI DEBITATE ALIAJ 2017 ALIAJ 2017","{0}",,,,,,,,"KG","","0.000000","","KG","n","PLACI DEBITATE ALIAJ 2017 ALIAJ 2017","n","",,
"21843","8071","43001220078003002140","TEAVA BRONZ D122X78X3000 MM CUSN12","{0}",,,,,,,,"KG","","0.000000","BRONZE ROUND TUBES CUSN12 D122X78X3000 MM","KG","n","TEAVA BRONZ D122X78X3000 MM CUSN12","n","",,
"21844","8072","26035000003000072601","BARA  ALU D 35X3000 MM 7075  TRAS","{0}",,,,,,,,"KG","ML","2.692600","ALU ROUND DRAWN BARS 35X3000 MM 7075","KG","n","BARA  ALU D 35X3000 MM 7075  TRAS","y","",,
"21845","8073","1201025010002000154E","TABALA ALUMINIU 1050 H24 2.5X1000X2000 MM ELOXAT FOL 1 PARTE","{0}",,,,,,,,"KG","","0.000000","AL. SHEETS 1050 H24 2,5X1000X2000 MM + 1 SIDE PVC","KG","n","TABALA ALUMINIU 1050 H24 2.5X1000X2000 MM ELOXAT FOL 1 PARTE","n","",,
"21846","8074","32240000200040000240","PLACA ALAMA CUZN39PB2 40X200X200 MM","{0}",,,,,,,,"KG","","0.000000","BRASS PLATE CUZN39PB2 40X200X200 MM","KG","n","PLACA ALAMA CUZN39PB2 40X200X200 MM","n","",,
"21847","8075","39032053050401UV2000","TABLA PLEXIGLAS TRANSP. 3x2050x3050 MM","{0}",,,,,,,,"M2","","0.000000","FIBERGLASS PALGLAS CLEAR SHEETS (PMMA) 3.0X2050X3050 MM","M2","n","TABLA PLEXIGLAS TRANSP. 3x2050x3050 MM","n","",,
"21848","8076","23030020020600061500","PROFIL ALU U 30X20X30X2X6000 MM 6060  T6","{0}",,,,,,,,"KG","","0.000000","ALU U PROFILES 30X20X30X2X6000 MM 6060 T6","KG","n","PROFIL ALU U 30X20X30X2X6000 MM 6060  T6","n","",,
"21849","8077","31100400018005000340","BANDA ALAMA CUZN30 R520 0.4X18 MM","{0}",,,,,,,,"KG","","0.000000","BRASS STRIPS CUZN30 R520 0,4X18 MM","KG","n","BANDA ALAMA CUZN30 R520 0.4X18 MM","n","",,
